5hmx-a,O=C(O)Cc1cc(CC(=O)O)cc(-c2cccs2)c1,../../Flavi_NS5_RdRp/aligned_files/5hmx-a/5hmx-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hmx-a/5hmx-a_apo-desolv.pdb
d0162a,CC(=O)Nc1ccc(-c2csc(N)n2)cc1,../../Flavi_NS5_RdRp/aligned_files/d0162a/d0162a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0162a/d0162a_apo-desolv.pdb
z0375a,Cc1nccn1Cc1cccc(C#N)c1,../../Flavi_NS5_RdRp/aligned_files/z0375a/z0375a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0375a/z0375a_apo-desolv.pdb
d0283a,CNS(=O)(=O)CC1CCCCC1,../../Flavi_NS5_RdRp/aligned_files/d0283a/d0283a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0283a/d0283a_apo-desolv.pdb
d0771a,O=C(CCC1CCCCC1)N1CCOCC1,../../Flavi_NS5_RdRp/aligned_files/d0771a/d0771a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0771a/d0771a_apo-desolv.pdb
z0659a,CC(=O)N1C2CCC1c1cccnc1C2,../../Flavi_NS5_RdRp/aligned_files/z0659a/z0659a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0659a/z0659a_apo-desolv.pdb
d0153b,CNS(=O)(=O)c1ccccc1Cl,../../Flavi_NS5_RdRp/aligned_files/d0153b/d0153b_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0153b/d0153b_apo-desolv.pdb
d0210a,O=S(=O)(c1ccc(F)cc1)N1CCNCC1,../../Flavi_NS5_RdRp/aligned_files/d0210a/d0210a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0210a/d0210a_apo-desolv.pdb
d0174a,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,../../Flavi_NS5_RdRp/aligned_files/d0174a/d0174a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0174a/d0174a_apo-desolv.pdb
d0787a,CC1CCN(C(=O)c2cc3ccccc3o2)CC1,../../Flavi_NS5_RdRp/aligned_files/d0787a/d0787a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0787a/d0787a_apo-desolv.pdb
d0253a,Cc1nn(C)c(C)c1NS(=O)(=O)c1cccc(F)c1,../../Flavi_NS5_RdRp/aligned_files/d0253a/d0253a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0253a/d0253a_apo-desolv.pdb
d0566a,Cc1cccc(OC2CCN(C)C2=O)c1F,../../Flavi_NS5_RdRp/aligned_files/d0566a/d0566a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0566a/d0566a_apo-desolv.pdb
