5k5m-a,COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,../../Flavi_NS5_RdRp/aligned_files/5k5m-a/5k5m-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5k5m-a/5k5m-a_apo-desolv.pdb
z0052a,OCCN1CCOCC1,../../Flavi_NS5_RdRp/aligned_files/z0052a/z0052a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0052a/z0052a_apo-desolv.pdb
z0103a,CC(=O)NCc1ncc[nH]1,../../Flavi_NS5_RdRp/aligned_files/z0103a/z0103a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0103a/z0103a_apo-desolv.pdb
6h9r-a,COc1ccc(CC(=O)O)cc1-c1cccs1,../../Flavi_NS5_RdRp/aligned_files/6h9r-a/6h9r-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/6h9r-a/6h9r-a_apo-desolv.pdb
5i3p-a,COc1cccc(S(=O)(=O)NC(=O)c2cc(-c3ccc(C#CCO)s3)c(OC)cc2OC)c1,../../Flavi_NS5_RdRp/aligned_files/5i3p-a/5i3p-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5i3p-a/5i3p-a_apo-desolv.pdb
d0254a,Cc1ccc(NC(=O)C2CCCO2)nc1,../../Flavi_NS5_RdRp/aligned_files/d0254a/d0254a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0254a/d0254a_apo-desolv.pdb
6h80-a,COc1ccc(CC(=O)O)cc1-c1cccs1,../../Flavi_NS5_RdRp/aligned_files/6h80-a/6h80-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/6h80-a/6h80-a_apo-desolv.pdb
d0615b,Cc1ncc(CNc2cncc(F)c2)s1,../../Flavi_NS5_RdRp/aligned_files/d0615b/d0615b_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0615b/d0615b_apo-desolv.pdb
5hmw-b,O=C(O)Cc1cc(CC(=O)O)cc(-c2ccccc2)c1,../../Flavi_NS5_RdRp/aligned_files/5hmw-b/5hmw-b_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hmw-b/5hmw-b_apo-desolv.pdb
z0193a,CS(=O)(=O)NC1CCNCC1,../../Flavi_NS5_RdRp/aligned_files/z0193a/z0193a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0193a/z0193a_apo-desolv.pdb
5f41-a,COc1ccc(CC(=O)O)cc1-c1ccsc1,../../Flavi_NS5_RdRp/aligned_files/5f41-a/5f41-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5f41-a/5f41-a_apo-desolv.pdb
d0264a,Cc1nc(C)c(C(C)NC(=O)C(C)C)s1,../../Flavi_NS5_RdRp/aligned_files/d0264a/d0264a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0264a/d0264a_apo-desolv.pdb
z0471a,O=C(c1cn[nH]c1)N1CCOCC1,../../Flavi_NS5_RdRp/aligned_files/z0471a/z0471a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0471a/z0471a_apo-desolv.pdb
5hmx-b,O=C(O)Cc1cc(CC(=O)O)cc(-c2cccs2)c1,../../Flavi_NS5_RdRp/aligned_files/5hmx-b/5hmx-b_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hmx-b/5hmx-b_apo-desolv.pdb
5hmz-a,COc1cc(C)c(C(=O)NS(C)(=O)=O)cc1-c1ccc(C#CCO)s1,../../Flavi_NS5_RdRp/aligned_files/5hmz-a/5hmz-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hmz-a/5hmz-a_apo-desolv.pdb
6izx-a,CC(=O)Oc1ccc2oc(=O)sc2c1,../../Flavi_NS5_RdRp/aligned_files/6izx-a/6izx-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/6izx-a/6izx-a_apo-desolv.pdb
d0612a,NC(=O)N1CCN(c2ccc(F)cc2)CC1,../../Flavi_NS5_RdRp/aligned_files/d0612a/d0612a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0612a/d0612a_apo-desolv.pdb
d1196a,O=C1NC2(CCCC2)Nc2ccccc21,../../Flavi_NS5_RdRp/aligned_files/d1196a/d1196a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d1196a/d1196a_apo-desolv.pdb
5hmy-a,O=C(O)Cc1cc(CC(=O)O)cc(-c2ccc(C#CCO)s2)c1,../../Flavi_NS5_RdRp/aligned_files/5hmy-a/5hmy-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hmy-a/5hmy-a_apo-desolv.pdb
d0191a,c1cncc(Cn2cccc2)c1,../../Flavi_NS5_RdRp/aligned_files/d0191a/d0191a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0191a/d0191a_apo-desolv.pdb
5f3z-a,COc1ccc(CC(=O)O)cc1-c1cccs1,../../Flavi_NS5_RdRp/aligned_files/5f3z-a/5f3z-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5f3z-a/5f3z-a_apo-desolv.pdb
d0866a,CC1C(C(=O)N2CCCC2)CCCN1S(C)(=O)=O,../../Flavi_NS5_RdRp/aligned_files/d0866a/d0866a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0866a/d0866a_apo-desolv.pdb
5f3t-a,COc1ccc(CC(=O)O)cc1-c1ccccc1,../../Flavi_NS5_RdRp/aligned_files/5f3t-a/5f3t-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5f3t-a/5f3t-a_apo-desolv.pdb
z0821a,OCC1CC1,../../Flavi_NS5_RdRp/aligned_files/z0821a/z0821a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0821a/z0821a_apo-desolv.pdb
d0472a,Nc1cccnc1-n1cccc1,../../Flavi_NS5_RdRp/aligned_files/d0472a/d0472a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0472a/d0472a_apo-desolv.pdb
d0160a,Cc1cn[nH]c1-c1ccncc1,../../Flavi_NS5_RdRp/aligned_files/d0160a/d0160a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0160a/d0160a_apo-desolv.pdb
z0875c,N#Cc1c[nH]cn1,../../Flavi_NS5_RdRp/aligned_files/z0875c/z0875c_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0875c/z0875c_apo-desolv.pdb
5i3q-a,COc1cc(C)c(C(=O)NS(=O)(=O)c2cccc3cccnc23)cc1-c1ccc(C#CCO)s1,../../Flavi_NS5_RdRp/aligned_files/5i3q-a/5i3q-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5i3q-a/5i3q-a_apo-desolv.pdb
5hn0-a,O=C(O)Cc1ccc(O)c(-c2ccccc2)c1,../../Flavi_NS5_RdRp/aligned_files/5hn0-a/5hn0-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hn0-a/5hn0-a_apo-desolv.pdb
